IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
1	mother	dɨhɨ̄					coat11	small1990syntactic
2	mother!, mom!	ñāâ					coat11	small1990syntactic
3	father	uvā					coat11	small1990syntactic
4	father!, dad!	ūvâ					coat11	small1990syntactic
5	son/daughter, child	ihshá					coat11	small1990syntactic
6	son	$					coat11	small1990syntactic
7	daughter	dyōkó					coat11	small1990syntactic
8	cross-sex sibling	$					coat11	small1990syntactic
9	brother of man	ení					coat11	small1990syntactic
10	sister of woman	tahan		sister in general?			coat11	small1990syntactic
11	aunt	ñāná					coat11	small1990syntactic
12	uncle	dītó					coat11	small1990syntactic
13	man	$					coat11	small1990syntactic
14	woman	$					coat11	small1990syntactic
15	owner, boss	tōhó					coat11	small1990syntactic
16	priest	dutu					coat11	small1990syntactic
17	blood	$					coat11	small1990syntactic
18	bone	$					coat11	small1990syntactic
19	hair	idi					coat11	small1990syntactic
20	face	núu					coat11	small1990syntactic
21	tongue	$					coat11	small1990syntactic
22	tooth	$					coat11	small1990syntactic
23	mouth	shuhu					coat11	small1990syntactic
24	ear	$					coat11	small1990syntactic
25	nose	dítsīn					coat11	small1990syntactic
26	neck	dukun					coat11	small1990syntactic
27	hand	ndaha					coat11	small1990syntactic
28	fingernail	tsiin					coat11	small1990syntactic
29	back	átā					coat11	small1990syntactic
30	stomach, belly	$					coat11	small1990syntactic
31	intestine, guts	$					coat11	small1990syntactic
32	foot	dɨ́hɨn					coat11	small1990syntactic
33	disease, illness, sickness	kwíhí					coat11	small1990syntactic
34	herb, medicine	chóhō					coat11	small1990syntactic
35	swelling	$					coat11	small1990syntactic
36	pimple	$					coat11	small1990syntactic
37	pus	$					coat11	small1990syntactic
38	urine	$					coat11	small1990syntactic
39	cloth, clothes	doo					coat11	small1990syntactic
40	sandal, sandals	ndihshen					coat11	small1990syntactic
41	pants	$					coat11	small1990syntactic
42	blouse, woven blouse	$					coat11	small1990syntactic
43	village, town	ñuú					coat11	small1990syntactic
44	house	vihi					coat11	small1990syntactic
45	road, trail	itsi					coat11	small1990syntactic
46	post	$					coat11	small1990syntactic
47	palm mat	shuvi					coat11	small1990syntactic
48	bed	$					coat11	small1990syntactic
49	stool, chair	$					coat11	small1990syntactic
50	animal	kɨtɨ					coat11	small1990syntactic
51	bird	láā					coat11	small1990syntactic
52	fish	tsāká					coat11	small1990syntactic
53	snake	kóō					coat11	small1990syntactic
54	frog	$					coat11	small1990syntactic
55	hawk	$					coat11	small1990syntactic
56	scorpion	tduhmé	t-duhmé	animal-tail			coat11	small1990syntactic
57	cockroach	$					coat11	small1990syntactic
58	grasshopper, cricket	skundi					coat11	small1990syntactic
59	bee	kɨtume	kɨ-tume	animal?-?			coat11	small1990syntactic
60	mouse, rat	shtɨ̄ñɨ̄					coat11	small1990syntactic
61	deer	rkuhú	r-kuhú	horse-wild; a compound of idú ‘horse' and kuhu ‘wild'			coat11	small1990syntactic
62	squirrel	$					coat11	small1990syntactic
63	skunk	$					coat11	small1990syntactic
64	(o)possum	$					coat11	small1990syntactic
65	raccoon	tɨ́-māhá	tɨ́-māhá	animal-raccoon			coat11	small1990syntactic
66	rabbit	tsīdó					coat11	small1990syntactic
67	vulture	$					coat11	small1990syntactic
68	dog	tīná	t-īná	animal-dog			coat11	small1990syntactic
69	cat	mishtun		from Old Sp. mistón	yes	Colonial Spanish	coat11	small1990syntactic
70	rooster	$					coat11	small1990syntactic
71	hen	$					coat11	small1990syntactic
72	pig	kutsin		from Sp. cochino	yes	Spanish	coat11	small1990syntactic
73	horse	idú					coat11	small1990syntactic
74	sheep	$					coat11	small1990syntactic
75	ant	tsóko					coat11	small1990syntactic
76	horn (anatomy)	$					coat11	small1990syntactic
77	feather	$					coat11	small1990syntactic
78	wing	$					coat11	small1990syntactic
79	tail	dúhmē					coat11	small1990syntactic
80	tree	utun					coat11	small1990syntactic
81	herb	chóhō					coat11	small1990syntactic
82	grass	ite					coat11	small1990syntactic
83	flower	$					coat11	small1990syntactic
84	maguey, century plant	$					coat11	small1990syntactic
85	root	$					coat11	small1990syntactic
86	thorn	íñū					coat11	small1990syntactic
87	corn	nuni					coat11	small1990syntactic
88	cornfield	itú					coat11	small1990syntactic
89	fresh ear of corn	$					coat11	small1990syntactic
90	nixtamal	$					coat11	small1990syntactic
91	dough, paste	uhshen					coat11	small1990syntactic
92	tortilla	ita					coat11	small1990syntactic
93	cleared field, cornstalk	$					coat11	small1990syntactic
94	furrow, planting row	$					coat11	small1990syntactic
95	tassel, maize spike	$					coat11	small1990syntactic
96	bean	ndutsi					coat11	small1990syntactic
97	green bean	$					coat11	small1990syntactic
98	chili pepper	shaha					coat11	small1990syntactic
99	salt	ñɨɨ					coat11	small1990syntactic
100	squash	$					coat11	small1990syntactic
101	chayote squash	$					coat11	small1990syntactic
102	sugar cane	$					coat11	small1990syntactic
103	honey	$					coat11	small1990syntactic
104	lard	dēhén					coat11	small1990syntactic
105	egg	ndɨvi					coat11	small1990syntactic
106	tomato	$					coat11	small1990syntactic
107	edible tuber	$					coat11	small1990syntactic
108	avocado	tɨ̄tsín					coat11	small1990syntactic
109	banana	ndika					coat11	small1990syntactic
110	prickly pear cactus	$					coat11	small1990syntactic
111	mamey	ndika kwēhé	ndika-kwēhé	banana-red			coat11	small1990syntactic
112	custard apple	$					coat11	small1990syntactic
113	mushroom	$					coat11	small1990syntactic
114	meat	kúñū					coat11	small1990syntactic
115	griddle	$					coat11	small1990syntactic
116	pot, cooking pot	$					coat11	small1990syntactic
117	oven	$					coat11	small1990syntactic
118	fire	ñúhū					coat11	small1990syntactic
119	ash	$					coat11	small1990syntactic
120	charcoal	túūn					coat11	small1990syntactic
121	smoke	uhme					coat11	small1990syntactic
122	garbage, trash	$					coat11	small1990syntactic
123	plate	$					coat11	small1990syntactic
124	gourd, gourd bowl	$					coat11	small1990syntactic
125	basket	$					coat11	small1990syntactic
126	box	etun					coat11	small1990syntactic
127	thread	shuhve					coat11	small1990syntactic
128	comb	$					coat11	small1990syntactic
129	rope	$					coat11	small1990syntactic
130	hole	$					coat11	small1990syntactic
131	net	$					coat11	small1990syntactic
132	soap	nama					coat11	small1990syntactic
133	ring	$					coat11	small1990syntactic
134	moon	shóō					coat11	small1990syntactic
135	cloud	$					coat11	small1990syntactic
136	lightning	$					coat11	small1990syntactic
137	water	ndute					coat11	small1990syntactic
138	rain (precipitation)	dávī					coat11	small1990syntactic
