IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
1	madre	ma'a					zaca11	towne2011gramatica
2	mamá!	$					zaca11	towne2011gramatica
3	padre	tata					zaca11	towne2011gramatica
4	papá!	$					zaca11	towne2011gramatica
5	hijo/hija	se'e					zaca11	towne2011gramatica
6	hijo	$					zaca11	towne2011gramatica
7	hija	$					zaca11	towne2011gramatica
8	hermana/hermano de otro genero	$					zaca11	towne2011gramatica
9	hermano de hombre	yani					zaca11	towne2011gramatica
10	hermana de mujer	$					zaca11	towne2011gramatica
11	tía	$					zaca11	towne2011gramatica
12	tío	tacha'nu					zaca11	towne2011gramatica
13	hombre	ra'i					zaca11	towne2011gramatica
14	mujer	ña'a					zaca11	towne2011gramatica
15	dueño	xuña'a	xu-ña'a	bottom-thing			zaca11	towne2011gramatica
16	sacerdote	sutu					zaca11	towne2011gramatica
17	sangre	nií		tones marked			zaca11	towne2011gramatica
18	hueso	iki					zaca11	towne2011gramatica
19	pelo	$					zaca11	towne2011gramatica
20	cara	nuu					zaca11	towne2011gramatica
21	lengua	$					zaca11	towne2011gramatica
22	diente	$					zaca11	towne2011gramatica
23	boca	yu'u					zaca11	towne2011gramatica
24	oreja	so'o					zaca11	towne2011gramatica
25	nariz	$					zaca11	towne2011gramatica
26	cuello	sukun					zaca11	towne2011gramatica
27	mano	nda'a'					zaca11	towne2011gramatica
28	uña	$					zaca11	towne2011gramatica
29	espalda	chata					zaca11	towne2011gramatica
30	estómago	tichi					zaca11	towne2011gramatica
31	tripa, tripas	$					zaca11	towne2011gramatica
32	pie	cha'a'					zaca11	towne2011gramatica
33	enfermedad	kue'e					zaca11	towne2011gramatica
34	medicina	tatan					zaca11	towne2011gramatica
35	hinchazón	$					zaca11	towne2011gramatica
36	grano	$					zaca11	towne2011gramatica
37	pus, materia	$					zaca11	towne2011gramatica
38	orina	$					zaca11	towne2011gramatica
39	ropa	ja'ma					zaca11	towne2011gramatica
40	huarache	ndichan					zaca11	towne2011gramatica
41	pantalón	$					zaca11	towne2011gramatica
42	huipil	xikun					zaca11	towne2011gramatica
43	pueblo	ñuu					zaca11	towne2011gramatica
44	casa	ve'e					zaca11	towne2011gramatica
45	camino	iti'					zaca11	towne2011gramatica
46	horcón	$					zaca11	towne2011gramatica
47	petate	$					zaca11	towne2011gramatica
48	cama	chito					zaca11	towne2011gramatica
49	silla	tayu					zaca11	towne2011gramatica
50	animal	kiti					zaca11	towne2011gramatica
51	pájaro	saa					zaca11	towne2011gramatica
52	pez, pescado	$					zaca11	towne2011gramatica
53	culebra, serpiente	koo					zaca11	towne2011gramatica
54	rana	$					zaca11	towne2011gramatica
55	gavilán	$					zaca11	towne2011gramatica
56	alacrán	tisu'ma	ti-su'ma	animal-tail			zaca11	towne2011gramatica
57	cucaracha	$					zaca11	towne2011gramatica
58	chapulín	$					zaca11	towne2011gramatica
59	abeja	$					zaca11	towne2011gramatica
60	ratón, rata	$					zaca11	towne2011gramatica
61	venado	$					zaca11	towne2011gramatica
62	ardilla	$					zaca11	towne2011gramatica
63	zorrillo	$					zaca11	towne2011gramatica
64	tlacuache	chako					zaca11	towne2011gramatica
65	mapache	ma̠'á		tones marked			zaca11	towne2011gramatica
66	conejo	kunexu		Sp. loan	yes	Spanish	zaca11	towne2011gramatica
67	zopilote	$					zaca11	towne2011gramatica
68	perro	ina					zaca11	towne2011gramatica
69	gato	$					zaca11	towne2011gramatica
70	gallo	$					zaca11	towne2011gramatica
71	pollo	tiuun					zaca11	towne2011gramatica
72	marrano, puerco, cerdo	$					zaca11	towne2011gramatica
73	caballo	kuayu		old Sp. loan	yes	Colonial Spanish	zaca11	towne2011gramatica
74	borrego	mvechala	mve-chala				zaca11	towne2011gramatica
75	hormiga	$					zaca11	towne2011gramatica
76	cuerno	$					zaca11	towne2011gramatica
77	pluma	$					zaca11	towne2011gramatica
78	ala	$					zaca11	towne2011gramatica
79	cola	su'ma					zaca11	towne2011gramatica
80	árbol, palo	yutun					zaca11	towne2011gramatica
81	hierba	yuku					zaca11	towne2011gramatica
82	zacate, pasto	$					zaca11	towne2011gramatica
83	flor	ita					zaca11	towne2011gramatica
84	maguey	$					zaca11	towne2011gramatica
85	raíz	$					zaca11	towne2011gramatica
86	espina	$					zaca11	towne2011gramatica
87	maíz en grano	nuni					zaca11	towne2011gramatica
88	milpa	itu					zaca11	towne2011gramatica
89	elote	ndixi					zaca11	towne2011gramatica
90	nixtamal	cha'a					zaca11	towne2011gramatica
91	masa	$					zaca11	towne2011gramatica
92	tortilla	xita'					zaca11	towne2011gramatica
93	rastrojo	$					zaca11	towne2011gramatica
94	surco	surku		Sp. loan	yes	Spanish	zaca11	towne2011gramatica
95	espiga	$					zaca11	towne2011gramatica
96	frijol(es)	nduti					zaca11	towne2011gramatica
97	ejote	$					zaca11	towne2011gramatica
98	chile	ya'a					zaca11	towne2011gramatica
99	sal	ñii					zaca11	towne2011gramatica
100	calabaza	ikin					zaca11	towne2011gramatica
101	chayote	$					zaca11	towne2011gramatica
102	caña	$					zaca11	towne2011gramatica
103	miel	$					zaca11	towne2011gramatica
104	grasa, manteca	$					zaca11	towne2011gramatica
105	huevo	ndivi					zaca11	towne2011gramatica
106	jitomate	tinana	ti-nana				zaca11	towne2011gramatica
107	camote	$					zaca11	towne2011gramatica
108	aguacate	$					zaca11	towne2011gramatica
109	plátano	ndika					zaca11	towne2011gramatica
110	nopal	$					zaca11	towne2011gramatica
111	mamey, zapote	$					zaca11	towne2011gramatica
112	chirimoya	$					zaca11	towne2011gramatica
113	hongo	$					zaca11	towne2011gramatica
114	carne	kuñu					zaca11	towne2011gramatica
115	comal	$					zaca11	towne2011gramatica
116	olla	kisi					zaca11	towne2011gramatica
117	horno	$					zaca11	towne2011gramatica
118	lumbre, fuego	ñu'ú		tones marked			zaca11	towne2011gramatica
119	ceniza	$					zaca11	towne2011gramatica
120	carbón	tuun		tones marked			zaca11	towne2011gramatica
121	humo	$					zaca11	towne2011gramatica
122	basura	cha'a					zaca11	towne2011gramatica
123	plato	$					zaca11	towne2011gramatica
124	jícara	yachin					zaca11	towne2011gramatica
125	tenate	ndo'o					zaca11	towne2011gramatica
126	caja, cajón	$					zaca11	towne2011gramatica
127	hilo	$					zaca11	towne2011gramatica
128	peine	$					zaca11	towne2011gramatica
129	mecate, cuerda	yo'ó'		tones marked			zaca11	towne2011gramatica
130	agujero, hoyo	$					zaca11	towne2011gramatica
131	red	yunu					zaca11	towne2011gramatica
132	jabón	$					zaca11	towne2011gramatica
133	anillo	xe'e					zaca11	towne2011gramatica
134	luna	$					zaca11	towne2011gramatica
135	nube	vi̠kō'		tones marked			zaca11	towne2011gramatica
136	rayo	tacha					zaca11	towne2011gramatica
137	agua	takuii					zaca11	towne2011gramatica
137	agua	nduta					zaca11	towne2011gramatica
138	lluvia	savi					zaca11	towne2011gramatica
139	río	yuta					zaca11	towne2011gramatica
140	rocío	$					zaca11	towne2011gramatica
141	cerro	yuku'					zaca11	towne2011gramatica
142	llanura, llano	$					zaca11	towne2011gramatica
143	piedra	yuu					zaca11	towne2011gramatica
144	algodón	$					zaca11	towne2011gramatica
145	fierro	kaa					zaca11	towne2011gramatica
146	papel	tutu					zaca11	towne2011gramatica
