IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
1	mother	chākū					conc11	bradley1991preliminary
2	mother!, mom!	nána					conc11	bradley1991preliminary
3	father	chīdā					conc11	bradley1991preliminary
4	father!, dad!	táta					conc11	bradley1991preliminary
5	son/daughter, child	dāyā					conc11	bradley1991preliminary
6	son	$					conc11	bradley1991preliminary
7	daughter	$					conc11	bradley1991preliminary
8	cross-sex sibling	$					conc11	bradley1991preliminary
9	brother of man	dhīn		only as dhīn-u ‘brother-my'			conc11	bradley1991preliminary
10	sister of woman	$					conc11	bradley1991preliminary
11	aunt	dūdé					conc11	bradley1991preliminary
12	uncle	$					conc11	bradley1991preliminary
13	man	sāhan		not sure about the tone, since the word never appears in isolation; with emphasis it seems to be sáhan			conc11	bradley1991preliminary
14	woman	tāhan					conc11	bradley1991preliminary
14	woman	nthātā		I don't know if there's a difference between the two terms			conc11	bradley1991preliminary
15	owner, boss	$					conc11	bradley1991preliminary
16	priest	$					conc11	bradley1991preliminary
17	blood	$					conc11	bradley1991preliminary
18	bone	īní					conc11	bradley1991preliminary
19	hair, head	tīin					conc11	bradley1991preliminary
20	face	nā					conc11	bradley1991preliminary
21	tongue	$					conc11	bradley1991preliminary
22	tooth	dīyhūn					conc11	bradley1991preliminary
23	mouth	$					conc11	bradley1991preliminary
24	ear	$					conc11	bradley1991preliminary
25	nose	$					conc11	bradley1991preliminary
26	neck	$					conc11	bradley1991preliminary
27	hand	tāhá					conc11	bradley1991preliminary
28	fingernail	$					conc11	bradley1991preliminary
29	back	$					conc11	bradley1991preliminary
30	stomach	chētē					conc11	bradley1991preliminary
31	intestine, guts	$					conc11	bradley1991preliminary
32	foot	kāhā					conc11	bradley1991preliminary
33	disease, illness, sickness	$					conc11	bradley1991preliminary
34	medicine	xiku					conc11	bradley1991preliminary
35	swelling	$					conc11	bradley1991preliminary
36	pimple	$					conc11	bradley1991preliminary
37	pus	$					conc11	bradley1991preliminary
38	urine	$					conc11	bradley1991preliminary
39	cloth, clothes	tīnó					conc11	bradley1991preliminary
40	sandal, sandals	$					conc11	bradley1991preliminary
41	pants	$					conc11	bradley1991preliminary
42	blouse, woven blouse	$					conc11	bradley1991preliminary
43	town	vakyan					conc11	bradley1991preliminary
44	house	váha					conc11	bradley1991preliminary
45	road	yúní					conc11	bradley1991preliminary
46	post	$					conc11	bradley1991preliminary
47	mat, sleeping mat, straw mat	$					conc11	bradley1991preliminary
48	bed	$					conc11	bradley1991preliminary
49	stool, chair	$					conc11	bradley1991preliminary
50	animal	ītī					conc11	bradley1991preliminary
51	bird	$					conc11	bradley1991preliminary
52	fish	$					conc11	bradley1991preliminary
53	snake	kú					conc11	bradley1991preliminary
54	frog	$					conc11	bradley1991preliminary
55	hawk	$					conc11	bradley1991preliminary
56	scorpion	$					conc11	bradley1991preliminary
57	cockroach	$					conc11	bradley1991preliminary
58	grasshopper	$					conc11	bradley1991preliminary
59	bee	$					conc11	bradley1991preliminary
60	mouse, rat	$					conc11	bradley1991preliminary
61	deer	yhūdú chēenu	yhūdú-chēenu	horse-mountain; although I suspect the first part meant deer earlier			conc11	bradley1991preliminary
