IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
1	mother	nāná					ocot11	alexander1988syntactic
2	mother!, mom!	nāná					ocot11	alexander1988syntactic
3	father	tātá					ocot11	alexander1988syntactic
4	father!, dad!	$					ocot11	alexander1988syntactic
5	son/daughter, child	sehē					ocot11	alexander1988syntactic
6	son	$					ocot11	alexander1988syntactic
7	daughter	sehē síhi	sehē-síhi	child-female			ocot11	alexander1988syntactic
8	cross-sex sibling	kwahā					ocot11	alexander1988syntactic
9	brother of man	ñāni					ocot11	alexander1988syntactic
10	sister of woman	kuhu					ocot11	alexander1988syntactic
11	aunt	shīshi					ocot11	alexander1988syntactic
12	uncle	shīto					ocot11	alexander1988syntactic
13	man	tēe					ocot11	alexander1988syntactic
14	woman	ñāhān					ocot11	alexander1988syntactic
15	owner	xe-tōho	xe-tōho				ocot11	alexander1988syntactic
16	priest	sutu					ocot11	alexander1988syntactic
17	blood	$					ocot11	alexander1988syntactic
18	bone	$					ocot11	alexander1988syntactic
19	hair	īshī					ocot11	alexander1988syntactic
20	face	nuu					ocot11	alexander1988syntactic
21	tongue	$					ocot11	alexander1988syntactic
22	tooth	$					ocot11	alexander1988syntactic
23	mouth	yūhú					ocot11	alexander1988syntactic
24	ear	shitin					ocot11	alexander1988syntactic
25	nose	$					ocot11	alexander1988syntactic
26	neck	sukun					ocot11	alexander1988syntactic
27	hand	ndāha					ocot11	alexander1988syntactic
28	fingernail	$					ocot11	alexander1988syntactic
29	back	yata					ocot11	alexander1988syntactic
30	stomach	chixīn					ocot11	alexander1988syntactic
31	intestine, guts	$					ocot11	alexander1988syntactic
32	foot	xehe					ocot11	alexander1988syntactic
33	sickness	kwehe					ocot11	alexander1988syntactic
34	medicine	tatan					ocot11	alexander1988syntactic
35	swelling	$					ocot11	alexander1988syntactic
36	pimple	$					ocot11	alexander1988syntactic
37	pus	$					ocot11	alexander1988syntactic
38	urine	$					ocot11	alexander1988syntactic
39	cloth	sāhmā					ocot11	alexander1988syntactic
40	sandal, sandals	nixan					ocot11	alexander1988syntactic
41	pants	$					ocot11	alexander1988syntactic
42	blouse, woven blouse	$					ocot11	alexander1988syntactic
43	village, town	ñūu					ocot11	alexander1988syntactic
44	house	vēhē					ocot11	alexander1988syntactic
45	path	īchī					ocot11	alexander1988syntactic
46	post	$					ocot11	alexander1988syntactic
47	mat, sleeping mat, straw mat	$					ocot11	alexander1988syntactic
48	bed	$					ocot11	alexander1988syntactic
49	stool, chair	$					ocot11	alexander1988syntactic
50	animal	kītī					ocot11	alexander1988syntactic
51	bird	sāa					ocot11	alexander1988syntactic
52	fish	t-yaká	t-yaká	animal-fish			ocot11	alexander1988syntactic
53	snake	$					ocot11	alexander1988syntactic
54	frog	$					ocot11	alexander1988syntactic
55	hawk	$					ocot11	alexander1988syntactic
56	scorpion	ti-sūhma	ti-sūhma	animal-tail			ocot11	alexander1988syntactic
57	cockroach	$					ocot11	alexander1988syntactic
58	grasshopper	$					ocot11	alexander1988syntactic
59	bee	$					ocot11	alexander1988syntactic
60	mouse	tí:n̄í					ocot11	alexander1988syntactic
61	deer	$					ocot11	alexander1988syntactic
62	squirrel	$					ocot11	alexander1988syntactic
63	skunk	$					ocot11	alexander1988syntactic
64	(o)possum	$					ocot11	alexander1988syntactic
65	raccoon	$					ocot11	alexander1988syntactic
66	rabbit	lēxō			yes?	Spanish	ocot11	alexander1988syntactic
67	vulture	$					ocot11	alexander1988syntactic
68	dog	tīna	t-īna	animal-dog			ocot11	alexander1988syntactic
69	cat	chílū					ocot11	alexander1988syntactic
70	rooster	$					ocot11	alexander1988syntactic
71	hen	n̄īhín					ocot11	alexander1988syntactic
72	pig	$					ocot11	alexander1988syntactic
73	horse	kwáyu			yes	Colonial Spanish	ocot11	alexander1988syntactic
74	sheep	ti-kachí	ti-kachí	animal-cotton			ocot11	alexander1988syntactic
75	ant	$					ocot11	alexander1988syntactic
76	horn (anatomy)	$					ocot11	alexander1988syntactic
77	feather	$					ocot11	alexander1988syntactic
78	wing	$					ocot11	alexander1988syntactic
79	tail	suhma					ocot11	alexander1988syntactic
80	tree	n̄ūtūn					ocot11	alexander1988syntactic
81	herb	$					ocot11	alexander1988syntactic
82	grass	īte					ocot11	alexander1988syntactic
83	flower	īta					ocot11	alexander1988syntactic
84	maguey, century plant	$					ocot11	alexander1988syntactic
85	root	$					ocot11	alexander1988syntactic
86	thorn	$					ocot11	alexander1988syntactic
87	grain of corn	nuni					ocot11	alexander1988syntactic
88	cornfield	ītu					ocot11	alexander1988syntactic
89	fresh ear of corn	ndīshī					ocot11	alexander1988syntactic
90	nixtamal	$					ocot11	alexander1988syntactic
91	cornmeal, corn dough	$					ocot11	alexander1988syntactic
92	tortilla	staa					ocot11	alexander1988syntactic
93	cleared field, cornstalk	$					ocot11	alexander1988syntactic
94	furrow, planting row	$					ocot11	alexander1988syntactic
95	tassel, maize spike	$					ocot11	alexander1988syntactic
96	bean	ndūchī					ocot11	alexander1988syntactic
97	green bean	$					ocot11	alexander1988syntactic
98	chili pepper	yāhā					ocot11	alexander1988syntactic
99	salt	ñii					ocot11	alexander1988syntactic
100	squash	$					ocot11	alexander1988syntactic
101	chayote squash	$					ocot11	alexander1988syntactic
102	sugar cane	$					ocot11	alexander1988syntactic
103	honey	$					ocot11	alexander1988syntactic
104	lard	shehēn					ocot11	alexander1988syntactic
105	egg	ndivi					ocot11	alexander1988syntactic
106	tomato	ti-nāna	ti-nāna	round-tomato			ocot11	alexander1988syntactic
107	edible tuber	$					ocot11	alexander1988syntactic
108	avocado	tichí					ocot11	alexander1988syntactic
109	banana	ndīkā					ocot11	alexander1988syntactic
110	prickly pear cactus	$					ocot11	alexander1988syntactic
111	mamey	$					ocot11	alexander1988syntactic
112	custard apple	ndōkō					ocot11	alexander1988syntactic
113	mushroom	$					ocot11	alexander1988syntactic
114	meat	kuñū					ocot11	alexander1988syntactic
115	griddle	$					ocot11	alexander1988syntactic
116	cooking pot	kisī					ocot11	alexander1988syntactic
117	oven	$					ocot11	alexander1988syntactic
118	fire	ñúhun					ocot11	alexander1988syntactic
119	ash	$					ocot11	alexander1988syntactic
120	charcoal	ti-kayī	ti-kayī	round-?			ocot11	alexander1988syntactic
121	smoke	$					ocot11	alexander1988syntactic
122	garbage, trash	$					ocot11	alexander1988syntactic
123	plate	$					ocot11	alexander1988syntactic
124	gourd bowl	n̄āxīn					ocot11	alexander1988syntactic
125	basket	ndoho					ocot11	alexander1988syntactic
