ID	DOCULECT	CONCEPT	OTHER_CONCEPT	VALUE	FORM	IDlist	CONCEPTICON_ID	LOAN	LOAN_SOURCE	SOURCE	FLOATTONE
10282	nund12	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10283	nund13	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10284	nuti11	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10285	nuxa11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
10286	nuxi11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
10287	nuyo11	DEER	venado	ʔīsū	ʔīsū	61	1936	NA	NA	josserand1983mixtec	NA
10288	ocot11	DEER	venado	ʔīsù	ʔīsù	61	1936	NA	NA	josserand1983mixtec	NA
5260	papa11	DEER	venado	i³che¹⁴nu³	i³che¹⁴nu³	61	1936	NA	NA	anderson1983diccionario	NA
4911	pena11	DEER	venado	isù	isù	61	1936	NA	NA	hollenbach2017diccionario	{BA}
10289	pena12	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10290	peno11	DEER	venado	i̧đu̧	i̧đu̧	61	1936	NA	NA	josserand1983mixtec	NA
10291	pied11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
3223	pied12	DEER	venado	usû	usû	61	1936	NA	NA	oxnard2020	NA
10292	pino11	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10293	pino12	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10294	prog11	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10295	prog12	DEER	venado	ühü	ühü	61	1936	NA	NA	josserand1983mixtec	NA
10296	prom01	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10297	reye11	DEER	venado	ʔusu	ʔusu	61	1936	NA	NA	josserand1983mixtec	NA
10298	sayu11	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10299	sind11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
10300	sini11	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10301	soya11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
10302	tama11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
10303	tama12	DEER	venado	ʔuθu	ʔuθu	61	1936	NA	NA	josserand1983mixtec	NA
10304	tata11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
10306	teco11	DEER	venado	ʔisa	ʔisa	61	1936	NA	NA	josserand1983mixtec	NA
10305	teco11	DEER	venado	ʔisu	ʔisu	61	1936	NA	NA	josserand1983mixtec	NA
10307	teit11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
10308	tejo11	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
5459	tepe03	DEER	venado	idichianu	idi-chianu	61	1936	NA	NA	belmar1902el-cuicateco	NA
10309	tepe11	DEER	venado	sa-kʷaa	sa-kʷaa	61	1936	NA	NA	josserand1983mixtec	NA
10310	tepe12	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10311	tepo11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
10312	tida11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
10313	tila11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
10314	tlac11	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10315	tlac12	DEER	venado	ʔusi	ʔusi	61	1936	NA	NA	josserand1983mixtec	NA
3222	tlah11	DEER	venado	isu	isu	61	1936	NA	NA	oxnard2020	NA
10317	tlal11	DEER	venado	ȼi-kʷaa	ȼi-kʷaa	61	1936	NA	NA	josserand1983mixtec	NA
10316	tlal11	DEER	venado	sa-kʷaa	sa-kʷaa	61	1936	NA	NA	josserand1983mixtec	NA
10318	tlaz11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
10319	tona11	DEER	venado	sa-kʷaa	sa-kʷaa	61	1936	NA	NA	josserand1983mixtec	NA
10320	toto12	DEER	venado	sa-kʷaa	sa-kʷaa	61	1936	NA	NA	josserand1983mixtec	NA
10321	tutu11	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10322	xaya11	DEER	venado	sa-kʷaa	sa-kʷaa	61	1936	NA	NA	josserand1983mixtec	NA
10323	xaya12	DEER	venado	sā-kʷāā	sā-kʷāā	61	1936	NA	NA	josserand1983mixtec	NA
4726	xoch11	DEER	venado	isu	isu	61	1936	NA	NA	stark2013diccionario	NA
10324	yolo11	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
228	yolo11	DEER	venado	i³su²	i³su²	61	1936	NA	NA	amith2020yoloxochitl	NA
10325	yolo12	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10326	yoso11	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
20503	yoso14	DEER	venado	isu	isu	61	1936	NA	NA	gittlen2016gramatica	NA
10327	yucu11	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10328	yucu12	DEER	venado	ʔīsū	ʔīsū	61	1936	NA	NA	josserand1983mixtec	NA
10329	yucu13	DEER	venado	sa-kʷaa	sa-kʷaa	61	1936	NA	NA	josserand1983mixtec	NA
10330	yucu15	DEER	venado	ʔīsù	ʔīsù	61	1936	NA	NA	josserand1983mixtec	NA
10331	yucu16	DEER	venado	sa-kʷaa	sa-kʷaa	61	1936	NA	NA	josserand1983mixtec	NA
10332	yuta11	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
10333	yuta12	DEER	venado	iđu	iđu	61	1936	NA	NA	josserand1983mixtec	NA
20844	yuta13	DEER	venado	sa̠kuaa	sa̠kuaa	61	1936	NA	NA	williams2017diccionario	NA
20845	yuta13	DEER	venado	se̠kuaa	se̠kuaa	61	1936	NA	NA	williams2017diccionario	NA
10334	zaca11	DEER	venado	isu	isu	61	1936	NA	NA	josserand1983mixtec	NA
10335	zapo11	DEER	venado	sa-kʷaa	sa-kʷaa	61	1936	NA	NA	josserand1983mixtec	NA
20719	yucu17	DEW	dew	yúyú	yúyú	140	1977	NA	NA	salazar2020yucunani	NA
14909	acat11	DEW	rocío	kasi̧	kasi̧	140	1977	NA	NA	josserand1983mixtec	NA
14910	achi11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14911	ahue11	DEW	rocío	žüžü	žüžü	140	1977	NA	NA	josserand1983mixtec	NA
4610	alac11	DEW	rocío	yúyú	yúyú	140	1977	NA	NA	anderson2006vocabulario	NA
14912	alco11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
5774	alco11	DEW	rocío	ju⁴ju⁴	ju⁴ju⁴	140	1977	NA	NA	swanton2020observaciones	NA
14913	apas11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14914	apoa11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14915	atat11	DEW	rocío	yuuyu	yuuyu	140	1977	NA	NA	josserand1983mixtec	NA
5149	atat11	DEW	rocío	yúyú	yúyú	140	1977	NA	NA	alexander1980gramatica	[B]
14916	aten11	DEW	rocío	žuu	žuu	140	1977	NA	NA	josserand1983mixtec	NA
14917	ayut11	DEW	rocío	yūyūʔ	yūyūʔ	140	1977	NA	NA	josserand1983mixtec	NA
14918	brav11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14919	caca11	DEW	rocío	na-kati	na-kati	140	1977	NA	NA	josserand1983mixtec	NA
14920	cahu11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14921	chal11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
5776	chal11	DEW	rocío	ju³ju³	ju³ju³	140	1977	NA	NA	swanton2020observaciones	+³
4079	chay11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	pensinger1974diccionario	NA
14922	chay11	DEW	rocío	kači̧	kači̧	140	1977	NA	NA	josserand1983mixtec	NA
14923	chaz11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
1750	chic02	DEW	rocío	Niaáha	niaáha	140	1977	NA	NA	belmar1897ensayo	NA
14924	chic11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
6050	chic12	DEW	rocío	nia⁵³	nia⁵³	140	1977	NA	NA	good1978diccionario	NA
21146	chic12	DEW	rocío	ni³ja¹	ni³ja¹	140	1977	NA	NA	hernandez-mendoza2020vocabulario	NA
14925	chig11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14926	coat11	DEW	rocío	šušu	šušu	140	1977	NA	NA	josserand1983mixtec	NA
14927	coic11	DEW	rocío	yuu	yuu	140	1977	NA	NA	josserand1983mixtec	NA
4292	colo11	DEW	rocío	catsin	catsin	140	1977	NA	NA	stark1986diccionario	NA
14928	colo11	DEW	rocío	kači̧	kači̧	140	1977	NA	NA	josserand1983mixtec	NA
14929	coso11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14930	cuat11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14931	cuau11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14932	cuil11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14933	cuya11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
20242	dura11	DEW	rocío	yíyí	yíyí	140	1977	NA	NA	hernandez2020san-martin	NA
14934	dura11	DEW	rocío	žiʔi	žiʔi	140	1977	NA	NA	josserand1983mixtec	NA
14935	esta11	DEW	rocío	kaši̧	kaši̧	140	1977	NA	NA	josserand1983mixtec	NA
14936	este11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14937	gran11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14938	guad11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14939	huaz11	DEW	rocío	kači̧	kači̧	140	1977	NA	NA	josserand1983mixtec	NA
20415	huen11	DEW	rocío	yúyú	yúyú	140	1977	NA	NA	becerra-roldan2015un-estudio	NA
14940	huit11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14941	itun11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14942	ixpa11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14943	ixta11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14944	ixta12	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14945	jami11	DEW	rocío	kači̧	kači̧	140	1977	NA	NA	josserand1983mixtec	NA
14946	jica11	DEW	rocío	kači̧	kači̧	140	1977	NA	NA	josserand1983mixtec	NA
14947	jica12	DEW	rocío	kači̧	kači̧	140	1977	NA	NA	josserand1983mixtec	NA
6264	jica13	DEW	rocío	yúyú	yúyú	140	1977	NA	NA	Emily John-Martin	NA
14948	joco11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14949	juxt11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14950	lore11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14951	mech11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14952	mixt11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
3619	mixt11	DEW	rocío	yúyú	yúyú	140	1977	NA	NA	oxnard2020	NA
14953	moli11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
3618	mont12	DEW	rocío	yúyú	yúyú	140	1977	NA	NA	oxnard2020	NA
14954	mont13	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14955	more11	DEW	rocío	yüyü	yüyü	140	1977	NA	NA	josserand1983mixtec	NA
14956	nuch11	DEW	rocío	žüžü	žüžü	140	1977	NA	NA	josserand1983mixtec	NA
14957	nuxa11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14958	nuxi11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14959	nuyo11	DEW	rocío	yúyú	yúyú	140	1977	NA	NA	josserand1983mixtec	NA
14960	ocot11	DEW	rocío	žúžú	žúžú	140	1977	NA	NA	josserand1983mixtec	NA
5343	papa11	DEW	rocío	nu⁴ni⁴ d’i²v’i³yu³	nu⁴ni⁴-d’i²v’i³yu³	140	1977	NA	NA	anderson1983diccionario	NA
14961	peno11	DEW	rocío	žùžù	žùžù	140	1977	NA	NA	josserand1983mixtec	NA
14962	pied11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
3616	pied12	DEW	rocío	yúyú	yúyú	140	1977	NA	NA	oxnard2020	NA
14963	pino11	DEW	rocío	kači̧	kači̧	140	1977	NA	NA	josserand1983mixtec	NA
14964	pino12	DEW	rocío	kači̧	kači̧	140	1977	NA	NA	josserand1983mixtec	NA
14965	prom01	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14966	prom01	DEW	rocío	yuyuʔ	yuyuʔ	140	1977	NA	NA	josserand1983mixtec	NA
5773	prom01	DEW	rocío	(Ɂ)-jújóɁ	Ɂ-jújóɁ	140	1977	NA	NA	swanton2020observaciones	NA
14967	reye11	DEW	rocío	žiži	žiži	140	1977	NA	NA	josserand1983mixtec	NA
14968	sayu11	DEW	rocío	kači̧	kači̧	140	1977	NA	NA	josserand1983mixtec	NA
14969	sind11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14970	soya11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14971	tama11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14972	tama12	DEW	rocío	žüžü	žüžü	140	1977	NA	NA	josserand1983mixtec	NA
14973	teco11	DEW	rocío	žüžü	žüžü	140	1977	NA	NA	josserand1983mixtec	NA
14974	teit11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
5515	tepe03	DEW	rocío	dibiiyu	dibiiyu	140	1977	NA	NA	belmar1902el-cuicateco	NA
14975	tepe11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14976	tepe12	DEW	rocío	kači̧	kači̧	140	1977	NA	NA	josserand1983mixtec	NA
14977	tepo11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14978	tida11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14979	tila11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14980	tlac11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14981	tlac12	DEW	rocío	žüžü	žüžü	140	1977	NA	NA	josserand1983mixtec	NA
3615	tlah11	DEW	rocío	kaxin	kaxin	140	1977	NA	NA	oxnard2020	NA
14982	tlaz11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14983	tona11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14984	tutu11	DEW	rocío	kači̧	kači̧	140	1977	NA	NA	josserand1983mixtec	NA
14985	xaya12	DEW	rocío	yūyū	yūyū	140	1977	NA	NA	josserand1983mixtec	NA
14986	yolo11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
303	yolo11	DEW	rocío	yu⁴yu⁴	yu⁴yu⁴	140	1977	NA	NA	amith2020yoloxochitl	NA
14988	yolo12	DEW	rocío	kuʔu	kuʔu	140	1977	NA	NA	josserand1983mixtec	NA
14987	yolo12	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
14989	yoso11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14990	yucu11	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14991	yucu12	DEW	rocío	yúyú	yúyú	140	1977	NA	NA	josserand1983mixtec	NA
14992	yucu13	DEW	rocío	žužu	žužu	140	1977	NA	NA	josserand1983mixtec	NA
14993	yucu15	DEW	rocío	žúžú	žúžú	140	1977	NA	NA	josserand1983mixtec	NA
5777	yucu16	DEW	rocío	jy³jo³	jy³jo³	140	1977	NA	NA	swanton2020observaciones	NA
20927	yuta13	DEW	rocío	yúyó	yúyó	140	1977	NA	NA	williams2017diccionario	NA
14994	zaca11	DEW	rocío	yuyuʔ	yuyuʔ	140	1977	NA	NA	josserand1983mixtec	NA
5775	zaca11	DEW	rocío	ju²ju²Ɂ	ju²ju²Ɂ	140	1977	NA	NA	swanton2020observaciones	NA
14995	zapo11	DEW	rocío	kaši	kaši	140	1977	NA	NA	josserand1983mixtec	NA
14996	zapo11	DEW	rocío	yuyu	yuyu	140	1977	NA	NA	josserand1983mixtec	NA
3617	flor12	DEW	rocío, brisa	yúyú	yúyú	140	1977	NA	NA	oxnard2020	NA
4998	pena11	DEW	rocío, gota	yúyú	yúyú	140	1977	NA	NA	hollenbach2017diccionario	[A]
768	ayut11	DISEASE	disease, illness, sickness	kwīhe	kwīhe	33	1986	NA	NA	hills1990syntactic	NA
902	coat11	DISEASE	disease, illness, sickness	kwíhí	kwíhí	33	1986	NA	NA	small1990syntactic	NA
395	jami11	DISEASE	disease, illness, sickness	kwehe	kwehe	33	1986	NA	NA	johnson1988syntactic	NA
639	prog12	DISEASE	disease, illness, sickness	kwehe	kwehe	33	1986	NA	NA	shields1988syntactic	NA
1386	yoso11	DISEASE	disease, illness, sickness	kwēhē	kwēhē	33	1986	NA	NA	farris1992syntactic	NA
20614	yucu17	DISEASE	disease, illness, sickness	kuè'è	kuè'è	33	1986	NA	NA	salazar2020yucunani	NA
28	abas11	DISEASE	enfermedad	kue’é	kue’é	33	1986	NA	NA	galindo-sanchez2009vocabulario	NA
7873	acat11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7874	achi11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7875	adeq11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7876	ahue11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
4519	alac11	DISEASE	enfermedad	kue̠’e̠	kue̠’e̠	33	1986	NA	NA	zylstra2012gramatica	NA
7877	alac11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7878	alco11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7879	amat11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7880	apas11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7881	apoa11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7882	atat11	DISEASE	enfermedad	kʷeʔyī	kʷeʔyī	33	1986	NA	NA	josserand1983mixtec	NA
5099	atat11	DISEASE	enfermedad	cuehyɨ	cuehyɨ	33	1986	NA	NA	alexander1980gramatica	[A]
7883	aten11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7884	atoy11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7885	ayut11	DISEASE	enfermedad	kʷiʔɛ	kʷiʔɛ	33	1986	NA	NA	josserand1983mixtec	NA
7886	brav11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7887	caca11	DISEASE	enfermedad	küee	küee	33	1986	NA	NA	josserand1983mixtec	NA
7888	cahu11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7890	chal11	DISEASE	enfermedad	kuʔu	kuʔu	33	1986	NA	NA	josserand1983mixtec	NA
7889	chal11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
3975	chay11	DISEASE	enfermedad	cuehe	cuehe	33	1986	NA	NA	pensinger1974diccionario	NA
7891	chay11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7892	chay12	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7893	chaz11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7894	chic11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
5937	chic12	DISEASE	enfermedad	xi’i⁵	xi’i⁵	33	1986	NA	NA	good1978diccionario	NA
21036	chic12	DISEASE	enfermedad	ʃi³ˀi¹	ʃi³ˀi¹	33	1986	NA	NA	hernandez-mendoza2020vocabulario	NA
7895	chig11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7896	coat11	DISEASE	enfermedad	kʷiʔi	kʷiʔi	33	1986	NA	NA	josserand1983mixtec	NA
7897	coic11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
4180	colo11	DISEASE	enfermedad	cuehè	cuehè	33	1986	NA	NA	stark1986diccionario	NA
7898	colo11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7899	coso11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7900	coxc11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7901	cris11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7902	cuat11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7903	cuau11	DISEASE	enfermedad	kʷiʔi	kʷiʔi	33	1986	NA	NA	josserand1983mixtec	NA
7904	cuil11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7905	cuya11	DISEASE	enfermedad	kʷiʔi	kʷiʔi	33	1986	NA	NA	josserand1983mixtec	NA
7906	diux11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
20130	dura11	DISEASE	enfermedad	kuè'è	kuè'è	33	1986	NA	NA	hernandez2020san-martin	NA
7907	dura11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7908	esta11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7909	este11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7910	flor11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
3091	flor12	DISEASE	enfermedad	kuè'è	kuè'è	33	1986	NA	NA	oxnard2020	NA
7911	gran11	DISEASE	enfermedad	kʷeʔē	kʷeʔē	33	1986	NA	NA	josserand1983mixtec	NA
7912	guad11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7913	huaz11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
20335	huen11	DISEASE	enfermedad	kué’e	kué’e	33	1986	NA	NA	becerra-roldan2015un-estudio	NA
7914	huit11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7915	itun11	DISEASE	enfermedad	kʷeʔyi	kʷeʔyi	33	1986	NA	NA	josserand1983mixtec	NA
7916	ixpa11	DISEASE	enfermedad	kʷèʔè	kʷèʔè	33	1986	NA	NA	josserand1983mixtec	NA
7917	ixta11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7918	ixta12	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7919	ixta13	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7920	jami11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7921	jate11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7922	jica11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7923	jica12	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
6146	jica13	DISEASE	enfermedad	kue̠'e̠	kue̠'e̠	33	1986	NA	NA	Emily John-Martin	NA
7924	joco11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7925	juxt11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7926	lore11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7927	mech11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7928	mica11	DISEASE	enfermedad	kʷee	kʷee	33	1986	NA	NA	josserand1983mixtec	NA
7929	mixt11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
3093	mixt11	DISEASE	enfermedad	kwè'è	kwè'è	33	1986	NA	NA	oxnard2020	NA
7930	moli11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7931	mont12	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
3092	mont12	DISEASE	enfermedad	kuè'è	kuè'è	33	1986	NA	NA	oxnard2020	NA
7932	mont13	DISEASE	enfermedad	kʷeʔi	kʷeʔi	33	1986	NA	NA	josserand1983mixtec	NA
7933	more11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7934	ndua11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7935	nuch11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7936	nund11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7937	nund12	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7938	nund13	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
7939	nuti11	DISEASE	enfermedad	kʷeʔe	kʷeʔe	33	1986	NA	NA	josserand1983mixtec	NA
